id_centro_poblado,nombre_centro_poblado,municipio,departamento
47258009,VERANILLO,EL PIÑÓN,MAGDALENA
47258010,LOS PATOS,EL PIÑÓN,MAGDALENA
47258011,VÁSQUEZ,EL PIÑÓN,MAGDALENA
47258012,LAS PALMAS,EL PIÑÓN,MAGDALENA
47258013,LAS PAVITAS,EL PIÑÓN,MAGDALENA
47268000,EL RETÉN,EL RETÉN,MAGDALENA
47268001,SAN SEBASTIAN DEL BONGO,EL RETÉN,MAGDALENA
47268002,LA COLOMBIA,EL RETÉN,MAGDALENA
47268003,LAS FLORES,EL RETÉN,MAGDALENA
47268006,LA POLVORITA,EL RETÉN,MAGDALENA
47268007,PARATE BIEN (EL PLEITO),EL RETÉN,MAGDALENA
47268008,SAN JOSÉ DE HONDURAS,EL RETÉN,MAGDALENA
47268009,LAS CABAÑITAS,EL RETÉN,MAGDALENA
47268010,SALITRE,EL RETÉN,MAGDALENA
47288000,FUNDACIÓN,FUNDACIÓN,MAGDALENA
47288003,DOÑA MARÍA,FUNDACIÓN,MAGDALENA
47288004,SANTA ROSA,FUNDACIÓN,MAGDALENA
47288013,SANTA CLARA,FUNDACIÓN,MAGDALENA
47288014,EL CINCUENTA,FUNDACIÓN,MAGDALENA
47288015,EL CABRERO,FUNDACIÓN,MAGDALENA
47288016,LA CRISTALINA,FUNDACIÓN,MAGDALENA
47288017,SACRAMENTO,FUNDACIÓN,MAGDALENA
47318000,GUAMAL,GUAMAL,MAGDALENA
47318001,CASA DE TABLA,GUAMAL,MAGDALENA
47318002,GUAIMARAL,GUAMAL,MAGDALENA
47318003,HATO VIEJO,GUAMAL,MAGDALENA
47318004,PEDREGOSA,GUAMAL,MAGDALENA
47318005,LOS ANDES,GUAMAL,MAGDALENA
47318006,MURILLO,GUAMAL,MAGDALENA
47318008,RICAURTE,GUAMAL,MAGDALENA
47318009,SALVADORA,GUAMAL,MAGDALENA
47318010,HURQUIJO,GUAMAL,MAGDALENA
47318011,PLAYAS BLANCAS,GUAMAL,MAGDALENA
47318012,SITIO NUEVO,GUAMAL,MAGDALENA
47318013,CARRETERO,GUAMAL,MAGDALENA
47318014,BELLAVISTA,GUAMAL,MAGDALENA
47318016,SANTA TERESITA,GUAMAL,MAGDALENA
47318017,SAN PEDRO,GUAMAL,MAGDALENA
47318018,LAS FLORES,GUAMAL,MAGDALENA
47318019,SAN ANTONIO,GUAMAL,MAGDALENA
47318020,LA CEIBA,GUAMAL,MAGDALENA
47318023,SAN ISIDRO,GUAMAL,MAGDALENA
47318024,VILLA NUEVA,GUAMAL,MAGDALENA
47318025,EL VEINTIOCHO,GUAMAL,MAGDALENA
47460000,GRANADA,NUEVA GRANADA,MAGDALENA
47460001,EL BAJO,NUEVA GRANADA,MAGDALENA
47460002,LA GLORIA,NUEVA GRANADA,MAGDALENA
47460003,LAS TINAS,NUEVA GRANADA,MAGDALENA
47460004,LOS ANDES,NUEVA GRANADA,MAGDALENA
47460006,SAN JOSÉ DE BALLESTERO,NUEVA GRANADA,MAGDALENA
47460007,EL CORRAL,NUEVA GRANADA,MAGDALENA
47460008,EL PALMAR (EL CHUZO),NUEVA GRANADA,MAGDALENA
47541000,PEDRAZA,PEDRAZA,MAGDALENA
47541001,BAHÍA HONDA,PEDRAZA,MAGDALENA
47541003,BOMBA,PEDRAZA,MAGDALENA
47541007,GUAQUIRÍ,PEDRAZA,MAGDALENA
47541008,HEREDIA,PEDRAZA,MAGDALENA
47545000,PIJIÑO,PIJIÑO DEL CARMEN,MAGDALENA
47545001,CABRERA,PIJIÑO DEL CARMEN,MAGDALENA
47545002,FILADELFIA,PIJIÑO DEL CARMEN,MAGDALENA
47545003,SAN JOSÉ DE PREVENCIÓN,PIJIÑO DEL CARMEN,MAGDALENA
47545004,CASA BLANCA,PIJIÑO DEL CARMEN,MAGDALENA
47545005,LA LUCHA,PIJIÑO DEL CARMEN,MAGDALENA
47545007,EL DIVIDIVI,PIJIÑO DEL CARMEN,MAGDALENA
47545008,EL BRILLANTE,PIJIÑO DEL CARMEN,MAGDALENA
47551000,PIVIJAY,PIVIJAY,MAGDALENA
47551001,LA AVIANCA,PIVIJAY,MAGDALENA
47551002,CARABALLO,PIVIJAY,MAGDALENA
47551003,CHINOBLAS,PIVIJAY,MAGDALENA
47551005,SAN JOSÉ DE LA MONTAÑA (GARRAPATA),PIVIJAY,MAGDALENA
47551006,LAS CANOAS,PIVIJAY,MAGDALENA
47551007,LAS PIEDRAS,PIVIJAY,MAGDALENA
47551008,MEDIALUNA,PIVIJAY,MAGDALENA
47551010,CARMEN DEL MAGDALENA (PARACO),PIVIJAY,MAGDALENA
47551011,PARAÍSO,PIVIJAY,MAGDALENA
47551012,PIÑUELAS,PIVIJAY,MAGDALENA
47551013,PLACITAS,PIVIJAY,MAGDALENA
47551017,LA RETIRADA,PIVIJAY,MAGDALENA
47555000,PLATO,PLATO,MAGDALENA
47555001,APURE,PLATO,MAGDALENA
47555002,CARMEN DEL MAGDALENA,PLATO,MAGDALENA
47555005,ZARATE,PLATO,MAGDALENA
47555006,AGUAS VIVAS,PLATO,MAGDALENA
47555007,CIÉNEGUETA,PLATO,MAGDALENA
47555008,CERRO GRANDE,PLATO,MAGDALENA
47555011,SAN JOSÉ DEL PURGATORIO,PLATO,MAGDALENA
47555015,DISCIPLINA,PLATO,MAGDALENA
47555017,SAN ANTONIO DEL RÍO,PLATO,MAGDALENA
47555018,BUENA VISTA,PLATO,MAGDALENA
47555020,LOS POZOS,PLATO,MAGDALENA
47555021,CINCO Y SEIS,PLATO,MAGDALENA
47555022,LAS PLANADAS,PLATO,MAGDALENA
47570000,PUEBLOVIEJO,PUEBLOVIEJO,MAGDALENA
47570002,ISLA DEL ROSARIO,PUEBLOVIEJO,MAGDALENA
47570003,PALMIRA,PUEBLOVIEJO,MAGDALENA
47570004,TASAJERA,PUEBLOVIEJO,MAGDALENA
47570005,TIERRA NUEVA,PUEBLOVIEJO,MAGDALENA
47570007,EL TRIUNFO,PUEBLOVIEJO,MAGDALENA
47570009,NUEVA FRONTERA,PUEBLOVIEJO,MAGDALENA
47570010,SAN JUAN DE PALOS PRIETOS (LA MONTAÑA),PUEBLOVIEJO,MAGDALENA
47605000,REMOLINO,REMOLINO,MAGDALENA
47605002,CORRAL VIEJO,REMOLINO,MAGDALENA
47605003,EL DIVIDIVI,REMOLINO,MAGDALENA
47605004,SAN RAFAEL DE BUENAVISTA,REMOLINO,MAGDALENA
47605005,SANTA RITA,REMOLINO,MAGDALENA
47605006,EL SALAO,REMOLINO,MAGDALENA
47605007,MARTINETE,REMOLINO,MAGDALENA
47605008,LAS CASITAS,REMOLINO,MAGDALENA
47660000,SAN ÁNGEL,SABANAS DE SAN ÁNGEL,MAGDALENA
47660002,CASA DE TABLA,SABANAS DE SAN ÁNGEL,MAGDALENA
47660003,CESPEDES,SABANAS DE SAN ÁNGEL,MAGDALENA
47660005,FLORES DE MARÍA,SABANAS DE SAN ÁNGEL,MAGDALENA
47660007,LA HORQUETA,SABANAS DE SAN ÁNGEL,MAGDALENA
47660009,SAN ROQUE,SABANAS DE SAN ÁNGEL,MAGDALENA
47660010,EL MANANTIAL,SABANAS DE SAN ÁNGEL,MAGDALENA
47660011,PUEBLITO DE LOS BARRIOS,SABANAS DE SAN ÁNGEL,MAGDALENA
47660013,ESTACIÓN VILLA,SABANAS DE SAN ÁNGEL,MAGDALENA
47660014,MONTERRUBIO,SABANAS DE SAN ÁNGEL,MAGDALENA
47675000,SALAMINA,SALAMINA,MAGDALENA
47675001,GUÁIMARO,SALAMINA,MAGDALENA
47675005,EL SALAO,SALAMINA,MAGDALENA
47675006,LA LOMA,SALAMINA,MAGDALENA
47675007,LA LOMITA,SALAMINA,MAGDALENA
47692000,SAN SEBASTIÁN DE BUENAVISTA,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692001,BUENAVISTA,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692002,EL COCO,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692003,LA PACHA,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692004,LAS MARGARITAS,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692005,LOS GALVIS,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692006,MARÍA ANTONIA,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692007,SAN RAFAEL,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692008,SANTA ROSA,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692009,TRONCOSITO,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692010,TRONCOSO,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692011,VENERO,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692013,EL SEIS,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692018,SAN VALENTÍN,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47692019,PUEBLO NUEVO,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA
47703000,SAN ZENÓN,SAN ZENÓN,MAGDALENA
47703001,ANGOSTURA,SAN ZENÓN,MAGDALENA
47703002,BERMEJAL,SAN ZENÓN,MAGDALENA
47703003,EL PALOMAR,SAN ZENÓN,MAGDALENA
47703004,JANEIRO,SAN ZENÓN,MAGDALENA
47703005,LA MONTAÑA,SAN ZENÓN,MAGDALENA
47703006,PEÑONCITO,SAN ZENÓN,MAGDALENA
47703007,SANTA TERESA,SAN ZENÓN,MAGDALENA
47703008,GUINEA,SAN ZENÓN,MAGDALENA
47703009,EL HORNO,SAN ZENÓN,MAGDALENA
47703010,PUERTO ARTURO,SAN ZENÓN,MAGDALENA
47707000,SANTA ANA,SANTA ANA,MAGDALENA
47707001,BARRO BLANCO,SANTA ANA,MAGDALENA
47707006,SAN FERNANDO,SANTA ANA,MAGDALENA
47707009,JARABA,SANTA ANA,MAGDALENA
47707011,SANTA ROSA,SANTA ANA,MAGDALENA
47720000,SANTA BÁRBARA DE PINTO,SANTA BÁRBARA DE PINTO,MAGDALENA
47720001,CUNDINAMARCA,SANTA BÁRBARA DE PINTO,MAGDALENA
47720002,SAN PEDRO,SANTA BÁRBARA DE PINTO,MAGDALENA
47720003,VELADERO,SANTA BÁRBARA DE PINTO,MAGDALENA
47720004,CARRETAL,SANTA BÁRBARA DE PINTO,MAGDALENA
47720005,CIENAGUETA,SANTA BÁRBARA DE PINTO,MAGDALENA
47745000,SITIONUEVO,SITIONUEVO,MAGDALENA
47745001,BUENAVISTA,SITIONUEVO,MAGDALENA
47745002,NUEVA VENECIA,SITIONUEVO,MAGDALENA
47745003,PALERMO,SITIONUEVO,MAGDALENA
47745006,SAN ANTONIO,SITIONUEVO,MAGDALENA
47798000,TENERIFE,TENERIFE,MAGDALENA
47798004,REAL DEL OBISPO,TENERIFE,MAGDALENA
47798005,SAN LUIS,TENERIFE,MAGDALENA
47798007,EL JUNCAL,TENERIFE,MAGDALENA
47798008,SANTA INÉS,TENERIFE,MAGDALENA
47960000,PUNTA DE PIEDRAS,ZAPAYÁN,MAGDALENA
47960001,CAÑO DE AGUAS,ZAPAYÁN,MAGDALENA
47960002,CAPUCHO,ZAPAYÁN,MAGDALENA
47960003,PIEDRAS DE MOLER,ZAPAYÁN,MAGDALENA
47960004,PIEDRAS PINTADAS,ZAPAYÁN,MAGDALENA
47960005,LOS CERRITOS,ZAPAYÁN,MAGDALENA
47960006,EL BONGO,ZAPAYÁN,MAGDALENA
47980000,PRADO - SEVILLA,ZONA BANANERA,MAGDALENA
47980001,GUACAMAYAL,ZONA BANANERA,MAGDALENA
47980002,GUAMACHITO,ZONA BANANERA,MAGDALENA
47980003,LA GRAN VÍA,ZONA BANANERA,MAGDALENA
47980004,ORIHUECA,ZONA BANANERA,MAGDALENA
47980005,PALOMAR,ZONA BANANERA,MAGDALENA
47980006,RÍO FRÍO,ZONA BANANERA,MAGDALENA
47980007,SANTA ROSALÍA,ZONA BANANERA,MAGDALENA
47980009,SOPLADOR,ZONA BANANERA,MAGDALENA
47980010,TUCURINCA,ZONA BANANERA,MAGDALENA
47980011,VARELA,ZONA BANANERA,MAGDALENA
47980012,ZAWADY,ZONA BANANERA,MAGDALENA
47980013,ESTACIÓN SEVILLA,ZONA BANANERA,MAGDALENA
47980014,LA CANDELARIA,ZONA BANANERA,MAGDALENA
47980015,SAN JOSÉ DE KENNEDY,ZONA BANANERA,MAGDALENA
47980016,CAÑO MOCHO,ZONA BANANERA,MAGDALENA
47980017,EL MAMÓN,ZONA BANANERA,MAGDALENA
47980018,AGUSTINA,ZONA BANANERA,MAGDALENA
47980019,CARITAL,ZONA BANANERA,MAGDALENA
47980020,CASABLANCA,ZONA BANANERA,MAGDALENA
47980021,CIUDAD PERDIDA,ZONA BANANERA,MAGDALENA
47980022,EL REPOSO,ZONA BANANERA,MAGDALENA
47980023,IBERIA,ZONA BANANERA,MAGDALENA
47980024,MONTERIA,ZONA BANANERA,MAGDALENA
47980025,PATUCA,ZONA BANANERA,MAGDALENA
47980026,PAULINA,ZONA BANANERA,MAGDALENA
47980027,PILOTO,ZONA BANANERA,MAGDALENA
47980028,SALÓN CONCEPCIÓN,ZONA BANANERA,MAGDALENA
50001000,VILLAVICENCIO,VILLAVICENCIO,META
50001001,CONCEPCIÓN,VILLAVICENCIO,META
50001002,RINCON DE POMPEYA,VILLAVICENCIO,META
50001003,SANTA ROSA DE RÍO NEGRO,VILLAVICENCIO,META
50001004,BUENAVISTA,VILLAVICENCIO,META
50001005,COCUY,VILLAVICENCIO,META
50001007,SERVITÁ,VILLAVICENCIO,META
50001013,PIPIRAL,VILLAVICENCIO,META
50001014,SAN LUIS DE OCOA,VILLAVICENCIO,META
50001015,ALTO POMPEYA,VILLAVICENCIO,META
50001016,CECILIA,VILLAVICENCIO,META
50001017,LA NOHORA,VILLAVICENCIO,META
50001019,APIAY,VILLAVICENCIO,META
50001020,BARCELONA,VILLAVICENCIO,META
50001021,ARGENTINA,VILLAVICENCIO,META
50001023,BELLA SUIZA,VILLAVICENCIO,META
50001024,CONDOMINIO DE LOS ODONTÓLOGOS,VILLAVICENCIO,META
50001025,CONDOMINIO SANTA BÁRBARA,VILLAVICENCIO,META
50001026,LLANERITA,VILLAVICENCIO,META
50001027,NATURALIA,VILLAVICENCIO,META
50006000,ACACÍAS,ACACÍAS,META
50006001,DINAMARCA,ACACÍAS,META
50006003,SAN ISIDRO DE CHICHIMENE,ACACÍAS,META
50006006,CONDOMINIO LA BONANZA,ACACÍAS,META
50006007,LA CECILITA,ACACÍAS,META
50006008,QUEBRADITAS,ACACÍAS,META
50006009,SANTA ROSA,ACACÍAS,META
50006010,EL DIAMANTE,ACACÍAS,META
50110000,BARRANCA DE UPÍA,BARRANCA DE UPÍA,META
50110001,SAN IGNACIO,BARRANCA DE UPÍA,META
50124000,CABUYARO,CABUYARO,META
50124002,GUAYABAL DE UPÍA,CABUYARO,META
50124003,VISO DE UPÍA,CABUYARO,META
50124004,LOS MANGOS,CABUYARO,META
50150000,CASTILLA LA NUEVA,CASTILLA LA NUEVA,META
50150001,SAN LORENZO,CASTILLA LA NUEVA,META
50150002,PUEBLO VIEJO,CASTILLA LA NUEVA,META
50150003,EL TORO,CASTILLA LA NUEVA,META
50150004,LAS VIOLETAS,CASTILLA LA NUEVA,META
50150005,CASA BLANCA,CASTILLA LA NUEVA,META
50223000,CUBARRAL,CUBARRAL,META
50223003,PUERTO ARIARI,CUBARRAL,META
50226000,CUMARAL,CUMARAL,META
50226002,GUACAVÍA,CUMARAL,META
50226004,SAN NICOLÁS,CUMARAL,META
50226005,VERACRUZ,CUMARAL,META
50226010,PRESENTADO,CUMARAL,META
50245000,EL CALVARIO,EL CALVARIO,META
50245001,MONTFORT,EL CALVARIO,META
50245002,SAN FRANCISCO,EL CALVARIO,META
50245006,SAN JOSE,EL CALVARIO,META
50251000,EL CASTILLO,EL CASTILLO,META
50251001,MEDELLÍN DEL ARIARI,EL CASTILLO,META
50251003,MIRAVALLES,EL CASTILLO,META
50251004,PUERTO ESPERANZA,EL CASTILLO,META
50270000,EL DORADO,EL DORADO,META
50270001,PUEBLO SÁNCHEZ,EL DORADO,META
50270002,SAN ISIDRO,EL DORADO,META
50287000,FUENTE DE ORO,FUENTE DE ORO,META
50287001,PUERTO ALJURE,FUENTE DE ORO,META
50287002,PUERTO LIMÓN,FUENTE DE ORO,META
50287003,PUERTO SANTANDER,FUENTE DE ORO,META
50287004,UNIÓN DEL ARIARI,FUENTE DE ORO,META
50287005,LA COOPERATIVA,FUENTE DE ORO,META
50287006,CAÑO BLANCO,FUENTE DE ORO,META
50287007,PUERTO NUEVO,FUENTE DE ORO,META
50287008,BARRANCO COLORADO CAÑO VENADO,FUENTE DE ORO,META
50313000,GRANADA,GRANADA,META
50313001,CANAGUARO,GRANADA,META
50313002,DOS QUEBRADAS,GRANADA,META
50313004,LA PLAYA,GRANADA,META
50313005,PUERTO CALDAS,GRANADA,META
50313006,AGUAS CLARAS,GRANADA,META
50313007,PUNTA BRAVA,GRANADA,META
50318000,GUAMAL,GUAMAL,META
50318001,HUMADEA,GUAMAL,META
50325000,MAPIRIPÁN,MAPIRIPÁN,META
50325001,PUERTO ALVIRA,MAPIRIPÁN,META
50325002,MIELÓN,MAPIRIPÁN,META
50325004,ANZUELO,MAPIRIPÁN,META
50325005,GUACAMAYAS,MAPIRIPÁN,META
50325006,LA COOPERATIVA,MAPIRIPÁN,META
50325007,PUERTO SIARE,MAPIRIPÁN,META
50325009,EL SILENCIO,MAPIRIPÁN,META
50325010,LA JUNGLA,MAPIRIPÁN,META
50325011,RINCON DEL INDIO,MAPIRIPÁN,META
50330000,MESETAS,MESETAS,META
50330002,JARDÍN DE LAS PEÑAS,MESETAS,META
50330004,MIRADOR,MESETAS,META
50330005,ORIENTE,MESETAS,META
50330007,LA ARGENTINA,MESETAS,META
50330009,PUERTO NARIÑO,MESETAS,META
50330010,SAN ISIDRO,MESETAS,META
50350000,LA MACARENA,LA MACARENA,META
50350001,SAN FRANCISCO DE LA SOMBRA,LA MACARENA,META
50350002,LOS POZOS,LA MACARENA,META
50350003,SAN JUAN DEL LOSADA,LA MACARENA,META
50350007,LA CRISTALINA,LA MACARENA,META
50350008,EL RUBÍ,LA MACARENA,META
50350010,EL VERGEL,LA MACARENA,META
50350011,LA TUNIA,LA MACARENA,META
50350012,LAS DELICIAS,LA MACARENA,META
50350013,LAURELES,LA MACARENA,META
50350014,PLAYA RICA,LA MACARENA,META
50350015,PUERTO LOZADA,LA MACARENA,META
50350016,VILLA CARDONA,LA MACARENA,META
50370000,URIBE,URIBE,META
50370001,LA JULIA,URIBE,META
50370002,EL DIVISO,URIBE,META
50400000,LEJANÍAS,LEJANÍAS,META
50400001,CACAYAL,LEJANÍAS,META
50400002,ANGOSTURAS DEL GUAPE,LEJANÍAS,META
50450000,PUERTO CONCORDIA,PUERTO CONCORDIA,META
50450001,EL PORORIO,PUERTO CONCORDIA,META
50450002,LINDENAI,PUERTO CONCORDIA,META
50450003,SAN FERNANDO,PUERTO CONCORDIA,META
50568000,PUERTO GAITÁN,PUERTO GAITÁN,META
50568001,DOMO PLANAS,PUERTO GAITÁN,META
50568002,SAN PEDRO DE ARIMENA,PUERTO GAITÁN,META
50568004,SAN MIGUEL,PUERTO GAITÁN,META
50568005,EL PORVENIR,PUERTO GAITÁN,META
50568006,PUERTO TRUJILLO,PUERTO GAITÁN,META
50568007,PUENTE ARIMENA,PUERTO GAITÁN,META
50568008,ALTO TILLAVÁ,PUERTO GAITÁN,META
50568010,LA CRISTALINA,PUERTO GAITÁN,META
50568012,MURUJUY,PUERTO GAITÁN,META
50573000,PUERTO LÓPEZ,PUERTO LÓPEZ,META
50573001,LA BALSA,PUERTO LÓPEZ,META
50573003,PACHAQUIARO,PUERTO LÓPEZ,META
50573004,ALTAMIRA,PUERTO LÓPEZ,META
50573006,PUERTO GUADALUPE,PUERTO LÓPEZ,META
50573007,PUERTO PORFÍA,PUERTO LÓPEZ,META
50573008,REMOLINO,PUERTO LÓPEZ,META
50573010,BOCAS DEL GUAYURIBA,PUERTO LÓPEZ,META
50573011,GUICHIRAL,PUERTO LÓPEZ,META
50573012,CHAVIVA,PUERTO LÓPEZ,META
50573013,EL TIGRE,PUERTO LÓPEZ,META
50577000,PUERTO LLERAS,PUERTO LLERAS,META
50577003,CASIBARE,PUERTO LLERAS,META
50577004,CAÑO RAYADO,PUERTO LLERAS,META
50577005,VILLA LA PAZ,PUERTO LLERAS,META
50577006,TIERRA GRATA,PUERTO LLERAS,META
50577007,LA UNIÓN,PUERTO LLERAS,META
50577008,VILLA PALMERAS,PUERTO LLERAS,META
50590000,PUERTO RICO,PUERTO RICO,META
50590003,LA LINDOSA,PUERTO RICO,META
50590004,BARRANCO COLORADO,PUERTO RICO,META
50590005,PUERTO TOLEDO,PUERTO RICO,META
50590006,CHARCO DANTO,PUERTO RICO,META
50590007,LA TIGRA,PUERTO RICO,META
50590008,PUERTO CHISPAS,PUERTO RICO,META
50606000,RESTREPO,RESTREPO,META
50680000,SAN CARLOS DE GUAROA,SAN CARLOS DE GUAROA,META
50680001,PAJURE,SAN CARLOS DE GUAROA,META
50680002,SURIMENA,SAN CARLOS DE GUAROA,META
50680003,LA PALMERA,SAN CARLOS DE GUAROA,META
50683000,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,META
50683001,EL VERGEL,SAN JUAN DE ARAMA,META
50683005,MESA FERNÁNDEZ,SAN JUAN DE ARAMA,META
50683010,CAMPO ALEGRE,SAN JUAN DE ARAMA,META
50683011,CERRITO,SAN JUAN DE ARAMA,META
50683012,MIRAFLOREZ,SAN JUAN DE ARAMA,META
50683013,PEÑAS BLANCAS,SAN JUAN DE ARAMA,META
50683015,BELLA VISTA,SAN JUAN DE ARAMA,META
50686000,SAN JUANITO,SAN JUANITO,META
50689000,SAN MARTÍN,SAN MARTÍN,META
50689001,EL MEREY,SAN MARTÍN,META
50689006,EL PARAISO MEJOR VIVIR,SAN MARTÍN,META
50711000,VISTAHERMOSA,VISTAHERMOSA,META
50711001,CAMPO ALEGRE,VISTAHERMOSA,META
50711002,PIÑALITO,VISTAHERMOSA,META
50711003,MARACAIBO,VISTAHERMOSA,META
50711004,CAÑO AMARILLO,VISTAHERMOSA,META
50711005,PUERTO LUCAS MARGEN IZQUIERDO,VISTAHERMOSA,META
50711006,PUERTO LUCAS MARGEN DERECHO,VISTAHERMOSA,META
50711008,PUERTO ESPERANZA MARGEN IZQUIERDO,VISTAHERMOSA,META
50711012,COSTA RICA,VISTAHERMOSA,META
50711014,PALESTINA,VISTAHERMOSA,META
50711016,SANTO DOMINGO,VISTAHERMOSA,META
50711017,TRES ESQUINAS,VISTAHERMOSA,META
50711018,ALBANIA,VISTAHERMOSA,META
50711019,BUENOS AIRES,VISTAHERMOSA,META
50711020,EL TRIUNFO,VISTAHERMOSA,META
50711021,LA REFORMA,VISTAHERMOSA,META
50711022,PALMERAS,VISTAHERMOSA,META
52001000,SAN JUAN DE PASTO,PASTO,NARIÑO
52001001,CATAMBUCO,PASTO,NARIÑO
52001003,EL ENCANO,PASTO,NARIÑO
52001004,GENOY,PASTO,NARIÑO
52001005,LA LAGUNA,PASTO,NARIÑO
52001007,OBONUCO,PASTO,NARIÑO
52001008,SANTA BARBARA,PASTO,NARIÑO
52001009,JONGOVITO,PASTO,NARIÑO
52001010,GUALMATÁN,PASTO,NARIÑO
52001012,MAPACHICO - ATICANCE,PASTO,NARIÑO
52001013,EL SOCORRO CIMARRÓN,PASTO,NARIÑO
52001016,MOTILÓN,PASTO,NARIÑO
52001019,CEROTAL,PASTO,NARIÑO
52001021,LA VICTORIA,PASTO,NARIÑO
52001024,SAN JOSÉ,PASTO,NARIÑO
52001025,EL PUERTO,PASTO,NARIÑO
52001027,CABRERA,PASTO,NARIÑO
52001029,DOLORES,PASTO,NARIÑO
52001030,BUESAQUILLO,PASTO,NARIÑO
52001033,CUJACAL,PASTO,NARIÑO
52001036,TESCUAL,PASTO,NARIÑO
52001039,ANGANOY,PASTO,NARIÑO
52001042,DAZA,PASTO,NARIÑO
52001051,CUBIJAN BAJO,PASTO,NARIÑO
52001052,SAN FERNANDO,PASTO,NARIÑO
52001053,MOCONDINO,PASTO,NARIÑO
52001055,CANCHALA,PASTO,NARIÑO
52001056,LOS ANGELES,PASTO,NARIÑO
52001058,EL ROSARIO,PASTO,NARIÑO
52001059,JAMONDINO,PASTO,NARIÑO
52001063,BOTANILLA,PASTO,NARIÑO
52001064,CHARGUAYACO,PASTO,NARIÑO
52001065,CRUZ DE AMARILLO,PASTO,NARIÑO
52001066,EL CAMPANERO,PASTO,NARIÑO
52001068,JURADO,PASTO,NARIÑO
52001071,LA MERCED,PASTO,NARIÑO
52001072,LAS ENCINAS,PASTO,NARIÑO
52001073,MAPACHICO ALTO,PASTO,NARIÑO
52001074,MAPACHICO SAN JOSÉ,PASTO,NARIÑO
52001076,SAN FRANCISCO,PASTO,NARIÑO
52001078,SAN JUAN DE ANGANOY,PASTO,NARIÑO
52001079,SANTA LUCÍA,PASTO,NARIÑO
52001080,VILLA MARÍA,PASTO,NARIÑO
52001086,GUALMATAN ALTO,PASTO,NARIÑO
52001087,LA CALDERA,PASTO,NARIÑO
52001089,PUERRES,PASTO,NARIÑO
52019000,SAN JOSÉ,ALBÁN,NARIÑO
52019004,CAMPOBELLO,ALBÁN,NARIÑO
52019009,CARMELO ASENTAMIENTO 1,ALBÁN,NARIÑO
52019013,FÁTIMA,ALBÁN,NARIÑO
52022000,ALDANA,ALDANA,NARIÑO
52022001,PAMBA ROSA,ALDANA,NARIÑO
52022003,SAN LUIS,ALDANA,NARIÑO
52036000,ANCUYA,ANCUYA,NARIÑO
52036017,INDO SANTA ROSA,ANCUYA,NARIÑO
52051000,BERRUECOS,ARBOLEDA,NARIÑO
52051005,EL EMPATE,ARBOLEDA,NARIÑO
52051007,ROSA FLORIDA SUR - SECTOR LA CAPILLA,ARBOLEDA,NARIÑO
52051012,ROSAFLORIDA NORTE,ARBOLEDA,NARIÑO
52051015,EL PEDREGAL,ARBOLEDA,NARIÑO
52079000,BARBACOAS,BARBACOAS,NARIÑO
52079001,ALTAQUER,BARBACOAS,NARIÑO
52079003,CHALCHAL,BARBACOAS,NARIÑO
52079005,DIAGUILLO,BARBACOAS,NARIÑO
52079006,JUNÍN,BARBACOAS,NARIÑO
52079009,LOS BRAZOS,BARBACOAS,NARIÑO
52079011,MONGÓN,BARBACOAS,NARIÑO
52079013,PAMBANA,BARBACOAS,NARIÑO
52079014,SUCRE GUINULTE,BARBACOAS,NARIÑO
52079018,SAN MIGUEL NAMBÍ,BARBACOAS,NARIÑO
52079020,TERAIMBE,BARBACOAS,NARIÑO
52079022,SAN JUAN PALACIO,BARBACOAS,NARIÑO
52079023,ÑAMBÍ,BARBACOAS,NARIÑO
52079024,CARGAZON,BARBACOAS,NARIÑO
52079025,CASCAJERO,BARBACOAS,NARIÑO
52079026,EL DIVISO,BARBACOAS,NARIÑO
52079027,LA PLAYA,BARBACOAS,NARIÑO
52079028,PAUNDE,BARBACOAS,NARIÑO
52079029,SALÍ,BARBACOAS,NARIÑO
52079030,YALARE,BARBACOAS,NARIÑO
52079035,PALO SECO,BARBACOAS,NARIÑO
52083000,BELÉN,BELÉN,NARIÑO
52083001,SANTA ROSA,BELÉN,NARIÑO
52110000,BUESACO,BUESACO,NARIÑO
52110001,PALASINOY,BUESACO,NARIÑO
52110002,ROSAL DEL MONTE,BUESACO,NARIÑO
52110003,SAN ANTONIO,BUESACO,NARIÑO
52110004,SAN IGNACIO,BUESACO,NARIÑO
